,VMA number,Filename,Title on xls,Has data?,Use weight?,Fixed Mean,Fixed High,Fixed Low,Category,Directory
28,29,Energy_needed_to_irrigate_1_ha_kWh_ha_Drip,Energy needed to irrigate 1 ha (kWh/ha) Drip,True,False,1244.947083333333,1368.613903595148,1121.280263071518,irrigationefficiency,drawdown-master/solution/irrigationefficiency/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,7.0,7.0,7.0,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit_of_the_solution,SOLUTION First Cost per Implementation Unit of the solution,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
3,4,CONVENTIONAL_Operating_Cost_per_Functional_Unit_per_Annum,CONVENTIONAL Operating Cost per Functional Unit per Annum,True,False,29.508762961154765,37.733493824147025,21.28403209816249,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
4,5,SOLUTION_Operating_Cost_per_Functional_Unit_per_Annum,SOLUTION Operating Cost per Functional Unit per Annum,True,False,26.557886665039288,33.96014444173233,19.15562888834624,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
5,6,CONVENTIONAL_Net_Profit_Margin_per_Functional_Unit_per_Annum,CONVENTIONAL Net Profit Margin per Functional Unit per Annum,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
6,7,SOLUTION_Net_Profit_Margin_per_Functional_Unit_per_Annum,SOLUTION Net Profit Margin per Functional Unit per Annum,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
7,8,Yield_from_CONVENTIONAL_Practice,Yield  from CONVENTIONAL Practice,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
8,9,Yield_Gain_Increase_from_CONVENTIONAL_to_SOLUTION,Yield Gain (% Increase from CONVENTIONAL to SOLUTION),False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
9,10,Electricty_Consumed_per_CONVENTIONAL_Functional_Unit,Electricty Consumed per CONVENTIONAL Functional Unit,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
10,11,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
11,12,Total_Energy_Used_per_SOLUTION_functional_unit,Total Energy Used per SOLUTION functional unit,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
12,13,Fuel_Consumed_per_CONVENTIONAL_Functional_Unit,Fuel Consumed per CONVENTIONAL Functional Unit,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
13,14,Fuel_Reduction_Factor_SOLUTION,Fuel Reduction Factor SOLUTION,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
14,15,t_CO2_eq_Aggregate_emissions_Reduced_per_Land_Unit,t CO2-eq (Aggregate emissions) Reduced per Land Unit,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
15,16,t_CO2_Reduced_per_Land_Unit,t CO2 Reduced per Land Unit,True,False,0.08140379173326236,0.15379100037994908,0.009016583086575616,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
16,17,t_N2O_CO2_eq_Reduced_per_Land_Unit,t N2O-CO2-eq Reduced per Land Unit,True,False,0.05800799091052994,0.11615590045995552,-0.00013991863889564055,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
17,18,t_CH4_CO2_eq_Reduced_per_Land_Unit,t CH4-CO2-eq Reduced per Land Unit,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit,Indirect CO2 Emissions per SOLUTION Implementation Unit,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
20,21,Sequestration_Rates,Sequestration Rates,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
21,22,Sequestered_Carbon_NOT_Emitted_after_Cyclical_Harvesting_Clearing,Sequestered Carbon NOT Emitted after Cyclical Harvesting/Clearing,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
22,23,Disturbance_Rate,Disturbance Rate,False,False,,,,nutrientmanagement,drawdown-master/solution/nutrientmanagement/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,2751916.507396219,2751916.507396219,2751916.507396219,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,False,False,,,,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,1888940.5168064325,3002496.041824832,775384.9917880329,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,False,217.46541906800368,525.3454675601146,1.2391573729863692,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,217.46541906800368,525.3454675601147,1.2391573729863694,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,False,7.248847302266793,17.511515585337154,0.04130524576621231,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,7.248847302266793,17.511515585337154,0.04130524576621231,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
7,8,CONVENTIONAL_VARIABLE_Operating_Cost_per_Functional_Unit,CONVENTIONAL VARIABLE Operating Cost per Functional Unit,False,False,,,,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
8,9,SOLUTION_VARIABLE_Operating_Cost_per_Functional_Unit,SOLUTION VARIABLE Operating Cost per Functional Unit ,False,False,,,,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
9,10,CONVENTIONAL_FIXED_Operating_Cost_per_Implementation_Unit,CONVENTIONAL FIXED Operating Cost per Implementation Unit,False,False,,,,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
10,11,SOLUTION_FIXED_Operating_Cost_per_Implementation_Unit,SOLUTION FIXED Operating Cost per Implementation Unit ,False,False,,,,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
11,12,Electricty_Consumed_per_Functional_Unit_CONVENTIONAL,Electricty Consumed per Functional Unit - CONVENTIONAL,False,False,,,,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_functional_unit_SOLUTION,Total Energy Used per functional unit - SOLUTION,True,False,5.879162517200307e-05,0.00013259304688539064,1.0945273631840798e-05,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_Functional_Unit_CONVENTIONAL,Fuel Consumed per Functional Unit - CONVENTIONAL,True,False,12609.08234295782,25198.631727202443,5185.592422378783,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,False,False,,,,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),False,False,,,,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
22,23,CONVENTIONAL_Revenue_per_Functional_Unit,CONVENTIONAL Revenue per Functional Unit,False,False,,,,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
23,24,SOLUTION_Revenue_per_Functional_Unit,SOLUTION Revenue per Functional Unit,False,False,,,,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
24,25,Discount_Rate_Commercial_Industry,Discount Rate - Commercial/Industry,True,False,0.0922,0.1231735370921695,0.06122646290783049,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
25,26,Discount_Rate_Government,Discount Rate - Government,True,False,0.062449999999999985,0.09848536457426237,0.02641463542573763,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
26,27,Diesel_Train_Efficiency,Diesel Train Efficiency,True,False,0.35,0.35,0.35,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
27,28,Electric_Train_Efficiency,Electric Train Efficiency,True,False,0.85,0.85,0.85,trains,drawdown-master/solution/trains/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,0.2398,0.5571596697754773,-0.0775596697754774,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,True,True,2010.03170851964,3373.5568673016687,646.5065497376106,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,8661.552375555553,13005.21939818076,4317.885352930344,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,True,178021.67440092622,225212.4575469707,130830.89125488167,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,70787.808,97136.2771071032,44439.338892896805,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,True,4967.648441815689,6603.246811821507,3332.0500718098688,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,2621.770666666667,3524.962284751973,1718.5790485813604,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
7,8,CONVENTIONAL_Variable_Operating_Cost_VOM_per_Functional_Unit,CONVENTIONAL Variable Operating Cost (VOM) per Functional Unit,True,True,0.004752432167950817,0.007992783095689827,0.0015120812402118068,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
8,9,SOLUTION_Variable_Operating_Cost_VOM_per_Functional_Unit,SOLUTION Variable Operating Cost (VOM) per Functional Unit ,True,False,0.11404119058823532,0.19173469798796994,0.03634768318850068,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
9,10,CONVENTIONAL_Fixed_Operating_Cost_FOM,CONVENTIONAL Fixed Operating Cost (FOM),True,True,32.890645734335216,63.04748100463679,2.7338104640336525,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
10,11,SOLUTION_Fixed_Operating_Cost_FOM,SOLUTION Fixed Operating Cost (FOM),True,False,219.44577777777783,333.53740315334824,105.35415240220742,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
11,12,Electricity_Consumed_per_Functional_Unit_CONVENTIONAL,Electricity Consumed per Functional Unit - CONVENTIONAL,False,False,,,,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_SOLUTION_functional_unit,Total Energy Used per SOLUTION functional unit,False,False,,,,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_CONVENTIONAL_Functional_Unit,Fuel Consumed per CONVENTIONAL Functional Unit,False,False,,,,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,False,False,,,,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),True,False,19385.714285714286,35132.18133358873,3639.24723783984,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
22,23,2005_2014_Average_CONVENTIONAL_Fuel_Price_per_functional_unit,2005-2014 Average CONVENTIONAL Fuel Price per functional unit,True,True,0.03446521920306304,0.041092366443973835,0.02783807196215224,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
23,24,Weighted_Average_CONVENTIONAL_Plant_Efficiency,Weighted Average CONVENTIONAL Plant Efficiency ,True,True,0.4102147445137418,0.4736845414315057,0.3467449475959779,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
24,25,Coal_Plant_Efficiency,Coal Plant Efficiency,True,False,0.36697534187007497,0.4322357828600367,0.3017149008801132,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
25,26,Natural_Gas_Plant_Efficiency,Natural Gas Plant Efficiency,True,False,0.4733587008768759,0.565872832325824,0.3808445694279278,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
26,27,Oil_Plant_Efficiency,Oil Plant Efficiency,True,False,0.39,0.39,0.39,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
27,28,Learning_Rates,Learning Rates (%),True,False,0.1375,0.17381459761583484,0.10118540238416518,waveandtidal,drawdown-master/solution/waveandtidal/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,10.860782664870584,26.615941643983714,-4.894376314242543,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,True,True,2010.03170851964,3373.5568673016687,646.5065497376106,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,4940.999360429326,7384.562047605417,2497.436673253234,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,True,178021.67440092622,225212.4575469707,130830.89125488167,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,150171.4399091095,182755.57192957238,117587.3078886466,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,True,4967.648441815689,6603.246811821507,3332.0500718098688,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,5751.246634816959,7250.501675212996,4251.991594420922,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
7,8,CONVENTIONAL_Variable_Operating_Cost_VOM_per_Functional_Unit,CONVENTIONAL Variable Operating Cost (VOM) per Functional Unit,True,True,0.004752432167950817,0.007992783095689827,0.0015120812402118068,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
8,9,SOLUTION_Variable_Operating_Cost_VOM_per_Functional_Unit,SOLUTION Variable Operating Cost (VOM) per Functional Unit ,True,False,0.024200290578173474,0.04657239973758506,0.0018281814187618844,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
9,10,CONVENTIONAL_Fixed_Operating_Cost_FOM,CONVENTIONAL Fixed Operating Cost (FOM),True,True,32.890645734335216,63.04748100463679,2.7338104640336525,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
10,11,SOLUTION_Fixed_Operating_Cost_FOM,SOLUTION Fixed Operating Cost (FOM),True,False,97.31412581290284,146.6711953860011,47.957056239804636,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
11,12,Electricity_Consumed_per_Functional_Unit_CONVENTIONAL,Electricity Consumed per Functional Unit - CONVENTIONAL,False,False,,,,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_SOLUTION_functional_unit,Total Energy Used per SOLUTION functional unit,False,False,,,,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_CONVENTIONAL_Functional_Unit,Fuel Consumed per CONVENTIONAL Functional Unit,False,False,,,,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,False,False,,,,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,True,False,67500.0,116569.19312853752,18430.806871462475,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),True,False,31860.185185185186,41895.7066728555,21824.663697514865,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
22,23,2005_2014_Average_CONVENTIONAL_Fuel_Price_per_functional_unit,2005-2014 Average CONVENTIONAL Fuel Price per functional unit,True,True,0.03446521920306304,0.041092366443973835,0.02783807196215224,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
23,24,Weighted_Average_CONVENTIONAL_Plant_Efficiency,Weighted Average CONVENTIONAL Plant Efficiency ,True,True,0.4102147445137418,0.4736845414315057,0.3467449475959779,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
24,25,Coal_Plant_Efficiency,Coal Plant Efficiency,True,False,0.36697534187007497,0.4322357828600367,0.3017149008801132,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
25,26,Natural_Gas_Plant_Efficiency,Natural Gas Plant Efficiency,True,False,0.4733587008768759,0.565872832325824,0.3808445694279278,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
26,27,Oil_Plant_Efficiency,Oil Plant Efficiency,True,False,0.39,0.39,0.39,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
27,28,Biomass_Plant_Efficiency,Biomass Plant Efficiency,True,False,0.34444444444444444,0.373925553692048,0.3149633351968409,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
28,29,Learning_Rate,Learning Rate,True,False,0.075,0.09302775637731996,0.05697224362268004,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
29,30,Biomass_Prices,Biomass Prices,True,False,0.027405,0.035154000000000005,0.019656,biomass,drawdown-master/solution/biomass/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,7.734444444444442,17.693549838349742,-2.2246609494608562,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,True,True,2010.03170851964,3373.5568673016687,646.5065497376106,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,1722.6224971761008,2096.2029141191715,1349.04208023303,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,True,178021.67440092622,225212.4575469707,130830.89125488167,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,116411.11111111114,132874.1283255365,99948.09389668574,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,True,4967.648441815689,6603.246811821507,3332.0500718098688,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,6984.666666666668,7371.221823001295,6598.111510332039,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
7,8,CONVENTIONAL_Variable_Operating_Cost_VOM_per_Functional_Unit,CONVENTIONAL Variable Operating Cost (VOM) per Functional Unit,True,True,0.004752432167950817,0.007992783095689827,0.0015120812402118068,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
8,9,SOLUTION_Variable_Operating_Cost_VOM_per_Functional_Unit,SOLUTION Variable Operating Cost (VOM) per Functional Unit ,False,False,,,,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
9,10,CONVENTIONAL_Fixed_Operating_Cost_FOM,CONVENTIONAL Fixed Operating Cost (FOM),True,True,32.890645734335216,63.04748100463679,2.7338104640336525,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
10,11,SOLUTION_Fixed_Operating_Cost_FOM,SOLUTION Fixed Operating Cost (FOM),True,False,212.68790150112358,304.8811525452056,120.49465045704157,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
11,12,Electricity_Consumed_per_Functional_Unit_CONVENTIONAL,Electricity Consumed per Functional Unit - CONVENTIONAL,False,False,,,,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_SOLUTION_functional_unit,Total Energy Used per SOLUTION functional unit,False,False,,,,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_CONVENTIONAL_Functional_Unit,Fuel Consumed per CONVENTIONAL Functional Unit,False,False,,,,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,False,False,,,,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,True,False,52099.26976626352,302098.3064911557,-197899.76695862864,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),False,False,,,,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,True,False,3778763.0859725107,6357690.837389948,1199835.3345550732,landfillmethane,drawdown-master/solution/landfillmethane/vma_data/VMA_info.csv
