,0,1,2,3,4,5,6
10,Hydro,"3,672","4,349","4,519","4,621","4,779","4,966"
11,Wind,521,"2,158","4,645","7,737","15,480","21,673"
12,of which wind offshore,19,180,682,"1,623","4,425","6,330"
13,PV,97,"1,090","2,659","5,067","9,442","13,613"
14,Geothermal,69,186,460,897,"2,106","3,167"
15,solar thermal power plants,5,131,608,"2,552","7,988","14,035"
16,ocean energy,1,32,128,363,"1,141","2,010"
17,Combined heat and power plants,"3,478","4,046","4,620","5,134","5,818","6,011"
18,Hard coal (& non-renewable waste),"1,670","1,773","1,615","1,328",557,0
19,lignite,193,155,82,22,0,0
20,Gas,"1,351","1,602","1,907","2,155","2,251","1,728"
21,of which from H2,0,0,10,38,308,"1,728"
22,oil,88,58,25,8,3,0
23,biomass (& renewable waste),175,427,876,"1,335","2,051","2,492"
24,Geothermal,2,24,97,252,817,"1,380"
25,Hydrogen,0,7,16,33,138,411
26,CHP by producer,,,,,,
27,Main activity producers,"1,576","1,738","1,956","2,171","2,385","2,327"
28,autoproducers,"1,903","2,308","2,663","2,963","3,433","3,684"
29,Total generation,"22,604","27,586","31,297","36,867","51,939","67,535"
30,fossil,"15,409","16,757","15,284","12,703","6,443",0
31,Hard coal (& non-renewable waste),"7,148","7,955","7,061","5,344","1,549",0
32,lignite,"1,911","1,574",925,360,99,0
33,Gas,"5,226","6,474","6,796","6,783","4,746",0
34,oil,978,643,426,161,32,0
35,Diesel,147,111,76,54,16,0
36,nuclear,"2,450","1,872","1,345",559,182,0
37,Hydrogen,0,7,48,123,828,"3,497"
38,of which renewable H2,0,2,22,79,721,"3,497"
39,Renewables (w/o renewable hydrogen),"4,744","8,950","14,621","23,482","44,487","64,037"
40,Hydro,"3,672","4,349","4,519","4,621","4,779","4,966"
41,Wind,521,"2,158","4,645","7,737","15,480","21,673"
42,PV,97,"1,090","2,659","5,067","9,442","13,613"
43,biomass (& renewable waste),379,979,"1,505","1,993","2,734","3,193"
44,Geothermal,70,210,558,"1,149","2,923","4,547"
45,solar thermal power plants,5,131,608,"2,552","7,988","14,035"
46,ocean energy,1,32,128,363,"1,141","2,010"
47,Distribution losses,"1,839","2,246","2,430","2,622","3,069","3,318"
48,own consumption electricity,"1,910","2,050","2,098","2,058","1,776","1,230"
49,electricity for hydrogen production,0,98,812,"2,176","8,403","19,317"
50,electricity for synfuel production,0,51,70,328,"1,851","3,514"
51,Final energy consumption (electricity),"18,863","23,161","25,912","29,689","36,847","40,163"
52,"fluctuating res (PV, Wind, ocean)",618,"3,281","7,432","13,167","26,063","37,296"
53,share of fluctuating res,3%,12%,24%,36%,50%,55%
54,RES share,21%,32%,47%,64%,87%,100%
0,Table 13.1.16 Global: Final energy consumption in transport PJ/a,2012,2020,2025,2030,2040,2050
1,Road ,"78,688","82,653","78,457","71,706","51,475","38,750"
2,fossil fuels ,"74,800","76,151","66,806","52,751","16,057",0
3,biofuels ,"2,486","3,659","4,742","5,190","5,451","3,996"
4,synfuels ,0,67,91,388,"1,988","2,737"
5,natural gas ,"1,394","1,922","2,080","1,788",645,0
6,Hydrogen ,0,169,"1,305","3,773","11,228","14,039"
7,electricity ,9,751,"3,524","8,204","18,095","20,715"
8,Rail ,"2,766","3,278","3,922","4,718","6,774","8,356"
9,fossil fuels ,"1,701","1,557","1,256",881,340,0
10,biofuels ,0,47,103,152,175,130
11,synfuels ,0,1,2,11,64,89
12,electricity ,"1,065","1,673","2,561","3,674","6,196","8,138"
13,Navigation ,"2,173","2,492","2,615","2,698","2,739","2,700"
14,fossil fuels ,"2,173","2,451","2,554","2,323","1,703",0
15,biofuels ,0,40,60,349,759,"1,603"
16,synfuels ,0,1,1,26,277,"1,098"
17,Aviation ,"4,120","4,636","4,635","4,423","3,885","3,602"
18,fossil fuels ,"4,120","4,615","4,548","3,826","2,452",0
19,biofuels ,0,21,85,555,"1,050","2,138"
20,synfuels ,0,0,2,42,383,"1,464"
21,Total (incl. pipelines) ,"90,119","95,181","91,510","85,457","67,846","56,534"
22,fossil fuels ,"82,794","84,774","75,165","59,782","20,552",0
23,biofuels (incl. biogas) ,"2,486","3,767","4,990","6,247","7,436","7,866"
24,synfuels ,0,69,95,467,"2,711","5,387"
25,natural gas ,"3,765","3,964","3,797","3,161","1,142",0
26,Hydrogen ,0,169,"1,305","3,773","11,228","14,039"
27,electricity ,"1,074","2,438","6,158","12,027","24,778","29,242"
28,Total RES ,"2,711","4,635","8,526","16,643","41,135","56,533"
29,RES share ,3%,5%,9%,19%,61%,100%
0,Table 13.1.17 Global: Heat supply PJ/a,2012,2020,2025,2030,2040,2050
1,District heating plants,"8,275","8,571","9,339","9,650","10,330","9,287"
2,fossil fuels,"8,030","7,847","7,008","5,946","2,463",0
3,biomass,239,621,"1,308","1,847","2,758","2,330"
4,solar collectors,0,56,685,"1,168","2,954","3,823"
5,Geothermal,6,47,338,689,"2,155","3,134"
6,Heat from CHP1,"10,083","12,729","15,526","18,624","25,701","32,842"
7,fossil fuels,"9,566","10,957","11,136","10,712","7,849",0
8,biomass,507,"1,537","3,444","5,497","9,177","12,859"
9,Geothermal,10,188,799,"2,068","6,735","11,407"
10,Hydrogen,0,46,147,348,"1,939","8,576"
11,Direct heating,"129,751","141,520","140,137","137,759","127,765","114,433"
12,fossil fuels,"91,517","95,694","85,379","71,879","35,740",0
13,biomass,"26,739","29,246","30,158","29,279","26,593","24,198"
14,solar collectors,803,"2,620","6,309","11,826","22,947","28,624"
15,Geothermal,0,421,810,"1,329","2,505","3,579"
16,Heat pumps2,468,"1,477","3,249","6,332","13,623","18,707"
17,electric direct heating,"10,224","12,062","14,003","16,477","22,674","29,176"
18,Hydrogen,0,0,228,638,"3,683","10,149"
19,Total heat supply3,"148,109","162,819","165,002","166,033","163,795","156,563"
20,fossil fuels,"109,112","114,498","103,523","88,536","46,052",0
21,biomass,"27,486","31,404","34,909","36,623","38,527","39,386"
22,solar collectors,804,"2,676","6,994","12,994","25,901","32,446"
23,Geothermal,16,657,"1,948","4,085","11,395","18,121"
24,Heat pumps2,468,"1,477","3,249","6,332","13,623","18,707"
25,electric direct heating,"10,224","12,062","14,003","16,477","22,674","29,176"
26,Hydrogen,0,46,375,986,"5,622","18,726"
27,RES share (including RES electricity),21%,25%,33%,43%,70%,100%
0,Table 13.1.18: Global: Installed capacity GW,2012,2020,2025,2030,2040,2050
1,Total generation,"5,680","7,645","9,873","13,146","19,951","25,835"
2,Fossil,"3,712","4,035","3,831","3,500","2,491",0
3,Hard coal (& non-renewable waste),"1,407","1,586","1,399","1,136",377,0
4,lignite,373,291,172,70,21,0
5,Gas (w/o H2),"1,499","1,821","2,021","2,172","2,054",0
6,oil,378,289,202,93,24,0
7,Diesel,55,47,36,30,15,0
8,nuclear,393,260,184,76,25,0
9,"Hydrogen (fuel cells, gas power plants, gas cHP)",0,2,14,37,330,"2,220"
10,Renewables,"1,575","3,348","5,844","9,532","17,105","23,614"
11,Hydro,"1,099","1,316","1,368","1,402","1,457","1,536"
12,Wind,277,904,"1,873","3,064","5,892","8,040"
13,of which wind offshore,5,51,201,480,"1,271","1,781"
14,PV,97,844,"2,000","3,725","6,678","9,295"
15,biomass (& renewable waste),87,200,295,405,579,742
16,Geothermal,11,31,85,171,452,708
17,solar thermal power plants,3,42,177,635,"1,616","2,555"
18,ocean energy,0,11,46,131,432,738
19,"fluctuating res (PV, Wind, ocean)",375,"1,760","3,919","6,919","13,001","18,074"
20,share of fluctuating res,7%,23%,40%,53%,65%,70%
21,RES share,28%,44%,59%,73%,86%,91%
0,Table 13.1.19: Global: Final energy demand PJ/a,2012,2020,2025,2030,2040,2050
1,Total (incl. non-energy use) ,"360,650","391,662","387,812","379,271","346,573","313,575"
2,Total energy use1 ,"326,859","355,232","351,043","342,204","310,445","278,953"
3,Transport ,"90,119","95,181","91,510","85,457","67,846","56,534"
4,oil products ,"82,794","84,774","75,165","59,782","20,552",0
5,natural gas ,"3,765","3,964","3,797","3,161","1,142",0
6,biofuels ,"2,486","3,767","4,990","6,247","7,436","7,866"
7,synfuels ,0,69,95,467,"2,711","5,387"
8,electricity ,"1,074","2,438","6,158","12,027","24,778","29,242"
9,RES electricity ,225,791,"2,881","7,686","21,567","29,242"
10,Hydrogen ,0,169,"1,305","3,773","11,228","14,039"
11,RES share Transport ,3%,5%,9%,19%,61%,100%
12,Industry ,"106,313","122,283","122,441","121,143","111,788","98,630"
13,electricity ,"28,747","36,525","39,576","43,008","48,877","52,409"
14,RES electricity ,"6,034","11,854","18,517","27,486","42,542","52,408"
15,Public district heat ,"5,446","5,989","6,511","6,852","7,076","6,787"
16,RES district heat ,220,741,"1,876","2,925","5,225","6,787"
17,Hard coal & lignite ,"25,402","28,584","24,724","19,241","6,292",0
18,oil products ,"12,939","11,564","8,530","5,425","1,844",0
19,Gas ,"26,305","28,191","28,456","27,636","18,914",0
20,solar ,13,710,"2,066","4,440","9,339","11,791"
21,biomass ,"7,441","9,966","10,976","11,315","10,858","11,302"
22,Geothermal ,20,754,"1,478","2,842","5,953","8,004"
23,Hydrogen ,0,0,124,382,"2,634","8,338"
24,RES share Industry ,13%,20%,29%,41%,68%,100%
25,Other Sectors ,"130,428","137,769","137,092","135,605","130,811","123,788"
26,electricity ,"38,088","44,417","47,561","51,885","59,177","63,763"
27,RES electricity ,"7,994","14,415","22,253","33,158","51,507","63,762"
28,Public district heat ,"6,555","6,859","8,129","9,188","11,447","11,919"
29,RES district heat ,265,849,"2,341","3,922","8,452","11,919"
30,Hard coal & lignite ,"5,718","4,927","3,234","1,437",234,0
31,oil products ,"17,894","15,746","11,989","8,833","3,168",0
32,Gas ,"24,960","27,097","25,442","22,016","9,935",0
33,solar ,790,"1,910","4,243","7,386","13,608","16,833"
34,biomass ,"36,126","36,115","34,732","31,508","25,309","19,322"
35,Geothermal ,297,697,"1,628","3,019","6,544","9,606"
36,Hydrogen ,0,0,135,334,"1,390","2,346"
37,RES share Other Sectors ,35%,39%,48%,58%,82%,100%
38,Total RES ,"61,910","82,646","108,759","145,102","223,973","278,949"
39,RES share ,19%,23%,31%,42%,72%,100%
40,non energy use ,"33,791","36,430","36,769","37,066","36,128","34,623"
41,oil ,"24,430","24,948","23,344","22,006","18,286","14,744"
42,Gas ,"7,735","8,271","8,533","8,699","8,569","8,233"
43,coal ,"1,625","3,211","4,891","6,362","9,274","11,646"
0,Table 13.1.20 Global: CO2 emissions Mill t/a,2012,2020,2025,2030,2040,2050
1,Condensation power plants,"9,522","9,963","8,260","6,005","2,134",0
2,Hard coal (& non-renewable waste),"5,063","5,719","4,918","3,549",855,0
3,lignite,"1,902","1,483",874,360,106,0
4,Gas,"1,760","2,159","2,065","1,918","1,136",0
5,oil,621,472,319,120,22,0
6,Diesel,175,130,84,58,15,0
7,Combined heat and power plants,"2,717","2,820","2,589","2,251","1,347",0
8,Hard coal (& non-renewable waste),"1,579","1,724","1,522","1,214",482,0
9,lignite,251,203,108,30,0,0
10,Gas,807,847,940,"1,002",862,0
11,oil,79,47,19,5,2,0
12,CO2 emissions power and CHP plants,"12,238","12,783","10,849","8,256","3,480",0
13,Hard coal (& non-renewable waste),"6,643","7,443","6,440","4,764","1,337",0
14,lignite,"2,154","1,685",982,389,106,0
15,Gas,"2,567","3,006","3,006","2,920","1,998",0
16,oil & diesel,875,648,422,184,39,0
17,CO2 intensity (g/kWh),,,,,,
18,without credit for CHP heat,,,,,,
19,co2 intensity fossil electr. generation,794,763,710,650,540,0
20,co2 intensity total electr. generation,541,463,347,224,67,0
21,CO2 emissions by sector,"30,469","30,416","25,947","20,046","8,086",0
22,"% of 1990 emissions (20,938 Mill t)",146%,145%,124%,96%,39%,0%
23,industry1,"6,167","6,689","6,061","5,117","2,635",0
24,other sectors1,"3,224","3,116","2,605","2,038",858,0
25,Transport,"6,165","6,350","5,649","4,499","1,552",0
26,Power generation2,"10,765","11,068","9,189","6,751","2,538",0
27,other conversion3,"4,148","3,193","2,443","1,640",502,0
28,Population (Mill.),"7,080","7,717","8,083","8,425","9,039","9,551"
29,CO2 emissions per capita (t/capita),4.3,3.9,3.2,2.4,0.9,0.0
0,Table 13.1.21: Global: Primary energy demand PJ/a,2012,2020,2025,2030,2040,2050
1,Total,"534,873","568,443","549,517","522,977","482,191","453,117"
2,fossil,"434,330","443,645","392,356","321,535","161,576","35,114"
3,Hard coal (& non-renewable waste),"132,625","139,248","119,843","88,907","32,495","11,655"
4,lignite,"21,617","16,902","9,841","3,974",992,0
5,natural gas,"118,747","130,859","129,840","124,606","82,188","8,715"
6,crude oil,"161,342","156,636","132,832","104,049","45,901","14,744"
7,nuclear,"26,884","20,433","14,679","6,102","1,983",0
8,Renewables,"73,659","104,365","142,481","195,340","318,632","418,003"
9,Hydro,"13,222","15,660","16,270","16,636","17,206","17,880"
10,Wind,"1,874","7,771","16,724","27,857","55,738","78,038"
11,solar,"1,223","7,072","18,755","40,427","88,654","131,989"
12,biomass (& renewable waste),"54,893","66,499","73,471","77,057","79,261","77,439"
13,Geothermal,"2,445","7,246","16,799","32,058","73,666","105,422"
14,ocean energy,2,117,462,"1,305","4,108","7,235"
15,Of which non-energy use,"33,791","36,430","36,769","37,066","36,128","34,623"
16,RES share,14%,18%,26%,37%,66%,92%
0,table 13.2.1 Oecd north america: electricity generation twh/a,2012,2020,2025,2030,2040,2050
1,power plants ,"4,856","5,460","5,800","6,140","6,891","7,649"
2,hard coal (& non-renewable waste) ,768,908,909,967,"1,089","1,132"
3,lignite ,941,"1,011","1,095","1,121","1,180","1,259"
4,gas ,"1,234","1,316","1,450","1,584","1,952","2,367"
5,of which from H2 ,0,0,0,0,0,0
6,oil ,75,45,36,26,16,8
7,diesel ,9,10,10,9,8,6
8,nuclear ,905,951,954,957,937,935
9,biomass (& renewable waste) ,42,89,109,129,165,202
10,hydro ,691,730,748,765,798,806
11,wind ,157,295,349,403,501,605
12,of which wind offshore ,0,6,11,17,42,74
13,pv ,9,56,79,101,145,201
14,geothermal ,24,36,43,49,58,69
15,solar thermal power plants ,1,14,21,28,37,47
16,ocean energy ,0,0,1,2,5,12
17,combined heat and power plants ,347,334,311,287,250,221
18,hard coal (& non-renewable waste) ,42,39,32,26,19,8
19,lignite ,5,3,3,2,2,2
20,gas ,254,249,233,217,189,169
21,of which from H2 ,0,0,0,0,0,0
22,oil ,12,7,6,5,2,1
23,biomass (& renewable waste) ,34,35,36,37,38,41
24,geothermal ,0,0,0,0,0,0
25,hydrogen ,0,0,0,0,0,0
26,CHP by producer,,,,,,
27,main activity producers ,194,182,157,133,93,63
28,autoproducers ,153,153,154,155,157,159
29,total generation ,"5,203","5,794","6,111","6,428","7,141","7,871"
30,fossil ,"3,340","3,588","3,773","3,957","4,457","4,952"
31,hard coal (& non-renewable waste) ,810,947,941,993,"1,108","1,139"
32,lignite ,946,"1,014","1,098","1,123","1,182","1,261"
33,gas ,"1,487","1,565","1,683","1,801","2,141","2,537"
34,oil ,87,52,42,31,17,9
35,diesel ,9,10,10,9,8,6
36,nuclear ,905,951,954,957,937,935
37,hydrogen ,0,0,0,0,0,0
38,of which renewable H2 ,0,0,0,0,0,0
39,renewables (w/o renewable hydrogen) ,958,"1,255","1,384","1,514","1,748","1,984"
40,hydro ,691,730,748,765,798,806
41,wind ,157,295,349,403,501,605
42,pv ,9,56,79,101,145,201
43,biomass (& renewable waste) ,76,124,145,166,204,243
44,geothermal ,24,36,43,49,58,69
45,solar thermal power plants ,1,14,21,28,37,47
46,ocean energy ,0,0,1,2,5,12
47,distribution losses ,358,406,433,459,519,582
48,own consumption electricity ,382,384,391,399,416,416
49,electricity for hydrogen production ,0,0,0,0,0,0
50,electricity for synfuel production ,0,0,0,0,0,0
51,final energy consumption (electricity) ,"4,459","5,001","5,284","5,567","6,204","6,870"
52,"fluctuating res (pv, wind, ocean) ",166,351,428,506,651,818
53,share of fluctuating res ,3%,6%,7%,8%,9%,10%
54,res share (domestic generation) ,18%,22%,23%,24%,24%,25%
0,table 13.2.2 Oecd north america: final energy consumption in transport pj/a,2012,2020,2025,2030,2040,2050
1,road ,"25,564","26,133","26,090","26,039","26,275","26,487"
2,fossil fuels ,"24,388","24,509","24,065","23,615","22,425","21,421"
3,biofuels ,"1,139","1,499","1,793","2,086","2,857","3,154"
4,synfuels ,0,0,0,0,0,0
5,natural gas ,32,105,193,281,848,"1,631"
6,hydrogen ,0,0,0,0,0,0
7,electricity ,5,19,38,58,144,280
8,rail ,663,696,723,749,804,877
9,fossil fuels ,624,658,682,705,757,827
10,biofuels ,0,0,0,0,0,0
11,synfuels ,0,0,0,0,0,0
12,electricity ,39,39,41,44,47,50
13,navigation ,550,571,589,602,630,657
14,fossil fuels ,550,571,589,602,630,657
15,biofuels ,0,0,0,0,0,0
16,synfuels ,0,0,0,0,0,0
17,aviation ,"2,161","2,253","2,307","2,372","2,529","2,717"
18,fossil fuels ,"2,161","2,253","2,307","2,372","2,529","2,717"
19,biofuels ,0,0,0,0,0,0
20,synfuels ,0,0,0,0,0,0
21,total (incl. pipelines) ,"29,748","30,504","30,579","30,654","31,170","31,712"
22,fossil fuels ,"27,723","27,992","27,643","27,294","26,341","25,623"
23,biofuels (incl. biogas) ,"1,139","1,499","1,793","2,086","2,857","3,154"
24,synfuels ,0,0,0,0,0,0
25,natural gas ,842,956,"1,064","1,173","1,781","2,605"
26,hydrogen ,0,0,0,0,0,0
27,electricity ,44,58,80,101,191,330
28,total res ,"1,147","1,512","1,811","2,110","2,904","3,237"
29,res share ,4%,5%,6%,7%,9%,10%
0,table 13.2.3 Oecd north america: heat supply pj/a,2020,2025,2030,2040,2050,
1,district heating plants 0,48,61,72,82,96,
2,fossil fuels 0,46,59,69,77,90,
3,biomass 0,2,2,4,5,7,
4,solar collectors 0,0,0,0,0,0,
5,geothermal 0,0,0,0,0,0,
6,heat from chp1 867,865,839,820,830,969,
7,fossil fuels 779,771,736,704,665,646,
8,biomass 88,94,103,117,165,323,
9,geothermal 0,0,0,0,0,0,
10,hydrogen 0,0,0,0,0,0,
11,"direct heating 19,082","20,914","21,471","22,031","23,247","24,607",
12,"fossil fuels 15,798","17,333","17,619","17,911","18,343","18,746",
13,"biomass 1,697","1,920","2,069","2,217","2,736","3,328",
14,solar collectors 68,125,199,272,474,766,
15,geothermal 0,0,0,0,0,0,
16,heat pumps2 14,14,14,14,15,15,
17,"electric direct heating 1,506","1,522","1,571","1,616","1,680","1,752",
18,hydrogen 0,0,0,0,0,0,
19,"total heat supply3 19,949","21,827","22,371","22,924","24,159","25,672",
20,"fossil fuels 16,577","18,149","18,414","18,684","19,085","19,481",
21,"biomass 1,784","2,016","2,174","2,338","2,905","3,658",
22,solar collectors 68,125,199,272,474,766,
23,geothermal 0,0,0,0,0,0,
24,heat pumps2 14,14,14,14,15,15,
25,"electric direct heating 1,506","1,522","1,571","1,616","1,680","1,752",
26,hydrogen 0,0,0,0,0,0,
27,res share (including res electricity) 11%,11%,12%,13%,16%,19%,
0,table 13.2.4: Oecd north america: installed capacity gw,2012,2020,2025,2030,2040,2050
1,total generation ,"1,356","1,472","1,544","1,616","1,742","1,943"
2,fossil ,932,959,986,"1,013","1,075","1,197"
3,hard coal (& non-renewable waste) ,163,161,157,164,177,182
4,lignite ,188,171,183,185,189,201
5,gas (w/o h2) ,495,570,598,625,680,797
6,oil ,75,45,38,30,17,8
7,diesel ,11,12,11,10,12,9
8,nuclear ,124,123,123,123,120,120
9,"hydrogen (fuel cells, gas power plants, gas chp) ",0,0,0,0,0,0
10,renewables ,300,391,435,479,547,626
11,hydro ,204,208,213,217,214,214
12,wind ,67,109,127,144,175,207
13,of which wind offshore ,0,2,3,5,11,20
14,pv ,9,40,55,70,99,133
15,biomass (& renewable waste) ,16,24,28,31,37,45
16,geothermal ,4,6,6,7,8,10
17,solar thermal power plants ,1,5,7,9,11,14
18,ocean energy ,0,0,0,1,2,4
19,"fluctuating res (pv, wind, ocean) ",75,148,182,215,276,343
20,share of fluctuating res ,6%,10%,12%,13%,16%,18%
21,res share (domestic generation) ,22%,27%,28%,30%,31%,32%
0,table 13.2.5: Oecd north america: final energy demand pj/a,2012,2020,2025,2030,2040,2050
1,total (incl. non-energy use) ,"73,586","79,453","80,815","82,178","85,148","88,579"
2,total energy use1 ,"67,806","72,296","73,628","74,959","78,064","81,630"
3,transport ,"29,748","30,504","30,579","30,654","31,170","31,712"
4,oil products ,"27,723","27,992","27,643","27,294","26,341","25,623"
5,natural gas ,842,956,"1,064","1,173","1,781","2,605"
6,biofuels ,"1,139","1,499","1,793","2,086","2,857","3,154"
7,synfuels ,0,0,0,0,0,0
8,electricity ,44,58,80,101,191,330
9,RES electricity ,8,12,18,24,47,83
10,hydrogen ,0,0,0,0,0,0
11,res share transport ,4%,5%,6%,7%,9%,10%
12,industry ,"14,131","15,780","15,973","16,166","16,503","16,894"
13,electricity ,"4,191","4,804","4,961","5,119","5,408","5,726"
14,RES electricity ,772,"1,040","1,124","1,206","1,324","1,443"
15,public district heat ,241,256,240,224,199,174
16,RES district heat ,8,14,13,13,12,10
17,hard coal & lignite ,988,"1,102","1,050",998,907,732
18,oil products ,"1,406","1,417","1,372","1,328","1,263","1,188"
19,gas ,"5,943","6,555","6,574","6,593","6,572","6,626"
20,solar ,0,8,12,16,22,29
21,biomass ,"1,358","1,634","1,759","1,884","2,128","2,415"
22,geothermal ,4,4,4,4,4,4
23,hydrogen ,0,0,0,0,0,0
24,res share industry ,15%,17%,18%,19%,21%,23%
25,other sectors ,"23,927","26,012","27,075","28,139","30,392","33,024"
26,electricity ,"11,819","13,142","13,982","14,822","16,734","18,677"
27,RES electricity ,"2,177","2,846","3,168","3,491","4,095","4,707"
28,public district heat ,57,49,40,32,11,3
29,RES district heat ,2,3,2,2,1,0
30,hard coal & lignite ,49,37,33,29,20,14
31,oil products ,"3,119","2,816","2,641","2,467","2,024","1,746"
32,gas ,"7,906","8,813","9,072","9,331","9,782","10,293"
33,solar ,68,117,186,256,452,737
34,biomass ,905,"1,032","1,114","1,195","1,362","1,548"
35,geothermal ,5,6,6,6,7,7
36,hydrogen ,0,0,0,0,0,0
37,res share other sectors ,13%,15%,17%,18%,19%,21%
38,total res ,"6,446","8,217","9,199","10,182","12,310","14,138"
39,res share ,10%,11%,12%,14%,16%,17%
40,non energy use ,"5,780","7,157","7,188","7,219","7,084","6,949"
41,oil ,"4,932","5,778","5,488","5,239","4,675","3,945"
42,gas ,842,"1,377","1,700","1,979","2,409","3,005"
43,coal ,6,1,0,0,0,0
0,table 13.2.6: Oecd north america: cO2 emissions mill t/a,2012,2020,2025,2030,2040,2050
1,condensation power plants ,"2,203","2,349","2,422","2,490","2,670","2,750"
2,hard coal (& non-renewable waste) ,662,778,772,815,893,799
3,lignite ,988,"1,010","1,061","1,055","1,049","1,060"
4,gas ,495,523,557,596,710,881
5,oil ,51,30,24,18,11,6
6,diesel ,6,8,7,7,6,4
7,combined heat and power plants ,162,151,135,121,102,86
8,hard coal (& non-renewable waste) ,38,35,28,23,18,8
9,lignite ,4,2,2,2,2,2
10,gas ,111,108,100,92,81,75
11,oil ,9,6,5,4,1,1
12,co2 emissions power and chp plants ,"2,365","2,500","2,557","2,611","2,771","2,837"
13,hard coal (& non-renewable waste) ,700,813,801,838,911,807
14,lignite ,992,"1,012","1,064","1,057","1,051","1,062"
15,gas ,606,631,657,688,791,956
16,oil & diesel ,66,44,36,28,18,11
17,co intensity (g/kWh),2,,,,,
18,without credit for chp heat,,,,,,
19,co2 intensity fossil electr. generation ,708,697,678,660,622,573
20,co2 intensity total electr. generation ,455,431,418,406,388,360
21,co2 emissions by sector ,"5,949","6,135","6,156","6,173","6,258","6,306"
22,"% of 1990 emissions (5,554 mill t) 107%",107%,111%,111%,111%,113%,114%
23,industry1 ,558,603,597,592,580,563
24,other sectors1 ,659,685,686,687,680,686
25,transport ,"1,998","2,021","2,001","1,980","1,942","1,933"
26,power generation2 ,"2,313","2,447","2,503","2,555","2,713","2,777"
27,other conversion3 ,421,379,369,359,344,347
28,population (mill.) ,477,512,532,551,582,606
29,co2 emissions per capita (t/capita) ,12.5,12.0,11.6,11.2,10.8,10.4
0,table 13.2.7: Oecd north america: primary energy demand pj/a,2012,2020,2025,2030,2040,2050
1,total ,"107,517","115,339","116,633","118,064","122,278","125,987"
2,fossil ,"89,639","93,589","93,608","93,732","95,323","97,087"
3,hard coal (& non-renewable waste) ,"9,397","10,820","10,612","10,993","11,707","10,362"
4,lignite ,"9,466","9,632","10,115","10,051","9,999","10,104"
5,natural gas ,"30,696","31,332","32,284","33,249","36,813","42,134"
6,crude oil ,"40,081","41,804","40,596","39,439","36,804","34,488"
7,nuclear ,"9,872","10,371","10,404","10,438","10,217","10,196"
8,renewables ,"8,006","11,380","12,621","13,895","16,738","18,704"
9,hydro ,"2,488","2,628","2,692","2,756","2,871","2,902"
10,wind ,565,"1,061","1,256","1,450","1,804","2,178"
11,solar ,111,376,557,738,"1,129","1,659"
12,biomass (& renewable waste) ,"4,270","6,284","7,068","7,836","9,739","10,666"
13,geothermal ,572,"1,030","1,046","1,109","1,176","1,253"
14,ocean energy ,0,0,3,6,19,44
15,of which non-energy use ,"5,780","7,157","7,188","7,219","7,084","6,949"
16,net electricity imports (final energy) ,-14,-10,-10,-10,-10,-10
17,total res incl. net electricity import ,"8,003","11,377","12,618","13,892","16,736","18,701"
0,table 13.2.8 Oecd north america: electricity generation twh/a,2012,2020,2025,2030,2040,2050
1,power plants ,"4,856","4,975","5,259","5,725","6,704","6,649"
2,hard coal (& non-renewable waste) ,768,477,278,210,85,0
3,lignite ,941,709,374,27,0,0
4,gas ,"1,234","1,607","1,558","1,459",887,147
5,of which from H2 ,0,0,0,0,0,0
6,oil ,75,40,31,16,4,1
7,diesel ,9,7,5,3,1,0
8,nuclear ,905,508,374,53,0,0
9,biomass (& renewable waste) ,42,44,34,26,14,16
10,hydro ,691,741,765,776,782,782
11,wind ,157,559,"1,095","1,527","2,153","2,306"
12,of which wind offshore ,0,16,50,109,451,578
13,pv ,9,203,542,964,"1,252","1,318"
14,geothermal ,24,49,87,173,301,409
15,solar thermal power plants ,1,16,87,415,957,"1,209"
16,ocean energy ,0,17,29,77,269,460
17,combined heat and power plants ,347,398,435,496,548,502
18,hard coal (& non-renewable waste) ,42,38,30,19,4,0
19,lignite ,5,0,0,0,0,0
20,gas ,254,279,283,296,242,121
21,of which from H2 ,0,0,0,0,0,4
22,oil ,12,6,3,2,1,1
23,biomass (& renewable waste) ,34,64,88,119,166,182
24,geothermal ,0,4,16,35,86,141
25,hydrogen ,0,6,15,25,48,57
26,CHP by producer,,,,,,
27,main activity producers ,194,221,231,250,262,238
28,autoproducers ,153,177,205,246,286,264
29,total generation ,"5,203","5,373","5,694","6,221","7,252","7,151"
30,fossil ,"3,340","3,162","2,562","2,032","1,224",267
31,hard coal (& non-renewable waste) ,810,515,308,229,88,0
32,lignite ,946,709,374,27,0,0
33,gas ,"1,487","1,885","1,841","1,756","1,129",264
34,oil ,87,46,35,18,5,3
35,diesel ,9,7,5,3,1,0
36,nuclear ,905,508,374,53,0,0
37,hydrogen ,0,6,15,25,48,61
38,of which renewable H2 ,0,2,7,17,40,58
39,renewables (w/o renewable hydrogen) ,958,"1,697","2,743","4,111","5,980","6,823"
40,hydro ,691,741,765,776,782,782
41,wind ,157,559,"1,095","1,527","2,153","2,306"
42,pv ,9,203,542,964,"1,252","1,318"
43,biomass (& renewable waste) ,76,109,121,144,180,198
44,geothermal ,24,53,103,208,387,550
45,solar thermal power plants ,1,16,87,415,957,"1,209"
46,ocean energy ,0,17,29,77,269,460
47,distribution losses ,358,399,414,431,453,446
48,own consumption electricity ,382,362,374,388,411,405
49,electricity for hydrogen production ,0,31,162,477,"1,178","1,690"
